added_route_id,trip_id
742,77173440
743,77173440
741,77173441
742,77173441
743,77173441
741,77173442
742,77173442
743,77173442
741,77173443
742,77173443
743,77173443
741,77173444
742,77173444
743,77173444
741,77173445
742,77173445
743,77173445
741,77173446
742,77173446
743,77173446
741,76937798
742,76937798
743,76937798
741,76938301
742,76938301
743,76938301
741,76938334
742,76938334
743,76938334
741,76938481
742,76938481
743,76938481
741,76938503
742,76938503
743,76938503
741,76938504
742,76938504
743,76938504
741,76938651
742,76938651
743,76938651
741,76938652
742,76938652
743,76938652
741,76938654
742,76938654
743,76938654
741,76938957
742,76938957
743,76938957
741,76938958
742,76938958
743,76938958
741,76938959
742,76938959
743,76938959
741,76938960
742,76938960
743,76938960
741,76938961
742,76938961
743,76938961
741,76938962
742,76938962
743,76938962
741,76938963
742,76938963
743,76938963
741,76938964
742,76938964
743,76938964
741,76938965
742,76938965
743,76938965
741,76938966
742,76938966
743,76938966
741,76938967
742,76938967
743,76938967
741,76924099
742,76924099
743,76924099
741,76924156
742,76924156
743,76924156
741,76924184
742,76924184
743,76924184
741,76924222
742,76924222
743,76924222
741,76924826
742,76924826
743,76924826
741,76924848
742,76924848
743,76924848
741,76924849
742,76924849
743,76924849
741,76924981
742,76924981
743,76924981
741,76925013
742,76925013
743,76925013
741,76925030
742,76925030
743,76925030
741,76925077
742,76925077
743,76925077
741,76925078
742,76925078
743,76925078
741,76925116
742,76925116
743,76925116
741,76925189
742,76925189
743,76925189
741,76925271
742,76925271
743,76925271
741,76925273
742,76925273
743,76925273
741,76925716
742,76925716
743,76925716
741,76925717
742,76925717
743,76925717
741,76925718
742,76925718
743,76925718
741,76925719
742,76925719
743,76925719
741,76925720
742,76925720
743,76925720
741,76925721
742,76925721
743,76925721
741,76925722
742,76925722
743,76925722
741,76925723
742,76925723
743,76925723
741,76925724
742,76925724
743,76925724
741,76925725
742,76925725
743,76925725
741,76925726
742,76925726
743,76925726
741,77133098
742,77133098
743,77133098
741,77133099
742,77133099
743,77133099
741,77133123
742,77133123
743,77133123
741,77133199
742,77133199
743,77133199
741,77133756
742,77133756
743,77133756
741,77133806
742,77133806
743,77133806
741,77133912
742,77133912
743,77133912
741,77134316
742,77134316
743,77134316
741,77134335
742,77134335
743,77134335
741,77134339
742,77134339
743,77134339
741,77134451
742,77134451
743,77134451
741,77134452
742,77134452
743,77134452
741,77134453
742,77134453
743,77134453
741,77134454
742,77134454
743,77134454
741,77134684
742,77134684
743,77134684
741,77134685
742,77134685
743,77134685
741,77134686
742,77134686
743,77134686
741,77134687
742,77134687
743,77134687
741,77134688
742,77134688
743,77134688
741,77134689
742,77134689
743,77134689
741,77134690
742,77134690
743,77134690
741,77134691
742,77134691
743,77134691
741,77134692
742,77134692
743,77134692
741,77134693
742,77134693
743,77134693
741,77134694
742,77134694
743,77134694
741,77134695
742,77134695
743,77134695
741,77134696
742,77134696
743,77134696
741,75633565
742,75633565
743,75633565
741,75633580
742,75633580
743,75633580
741,75633602
742,75633602
743,75633602
741,75633638
742,75633638
743,75633638
741,75633686
742,75633686
743,75633686
741,75633746
742,75633746
743,75633746
741,75633898
742,75633898
743,75633898
741,75633996
742,75633996
743,75633996
741,75634001
742,75634001
743,75634001
741,75634008
742,75634008
743,75634008
741,75634009
742,75634009
743,75634009
741,75634010
742,75634010
743,75634010
741,75634012
742,75634012
743,75634012
741,75634015
742,75634015
743,75634015
741,75634016
742,75634016
743,75634016
741,75634019
742,75634019
743,75634019
741,75634021
742,75634021
743,75634021
741,75634027
742,75634027
743,75634027
741,75634034
742,75634034
743,75634034
741,75634050
742,75634050
743,75634050
741,75634061
742,75634061
743,75634061
741,75634062
742,75634062
743,75634062
741,75634064
742,75634064
743,75634064
741,75634109
742,75634109
743,75634109
741,75634110
742,75634110
743,75634110
741,75634111
742,75634111
743,75634111
741,75634112
742,75634112
743,75634112
741,75634116
742,75634116
743,75634116
741,75634118
742,75634118
743,75634118
741,75634121
742,75634121
743,75634121
741,75634122
742,75634122
743,75634122
741,75634126
742,75634126
743,75634126
741,75634127
742,75634127
743,75634127
741,75634160
742,75634160
743,75634160
741,75634195
742,75634195
743,75634195
741,75634216
742,75634216
743,75634216
741,75634420
742,75634420
743,75634420
741,75634830
742,75634830
743,75634830
741,75634831
742,75634831
743,75634831
741,75634832
742,75634832
743,75634832
741,75634833
742,75634833
743,75634833
741,75634834
742,75634834
743,75634834
741,75634835
742,75634835
743,75634835
741,75634836
742,75634836
743,75634836
741,75634837
742,75634837
743,75634837
741,75634838
742,75634838
743,75634838
741,75634839
742,75634839
743,75634839
741,75634840
742,75634840
743,75634840
741,75641940
742,75641940
743,75641940
741,75642010
742,75642010
743,75642010
741,75642034
742,75642034
743,75642034
741,75642066
742,75642066
743,75642066
741,75642101
742,75642101
743,75642101
741,75642121
742,75642121
743,75642121
741,75642125
742,75642125
743,75642125
741,75642126
742,75642126
743,75642126
741,75642127
742,75642127
743,75642127
741,75642165
742,75642165
743,75642165
741,75642502
742,75642502
743,75642502
741,75642504
742,75642504
743,75642504
741,75642507
742,75642507
743,75642507
741,75642509
742,75642509
743,75642509
741,75642510
742,75642510
743,75642510
741,75642512
742,75642512
743,75642512
741,75642513
742,75642513
743,75642513
741,75642515
742,75642515
743,75642515
741,75642517
742,75642517
743,75642517
741,75642518
742,75642518
743,75642518
741,75642519
742,75642519
743,75642519
741,75642525
742,75642525
743,75642525
741,75642526
742,75642526
743,75642526
741,75642527
742,75642527
743,75642527
741,75642528
742,75642528
743,75642528
741,75642533
742,75642533
743,75642533
741,75642537
742,75642537
743,75642537
741,75642539
742,75642539
743,75642539
741,75642540
742,75642540
743,75642540
741,75642542
742,75642542
743,75642542
741,75642543
742,75642543
743,75642543
741,75642545
742,75642545
743,75642545
741,75642546
742,75642546
743,75642546
741,75642550
742,75642550
743,75642550
741,75642551
742,75642551
743,75642551
741,75642553
742,75642553
743,75642553
741,75642554
742,75642554
743,75642554
741,75642980
742,75642980
743,75642980
741,75642981
742,75642981
743,75642981
741,75642982
742,75642982
743,75642982
741,75642983
742,75642983
743,75642983
741,75642984
742,75642984
743,75642984
741,75642985
742,75642985
743,75642985
741,75642986
742,75642986
743,75642986
741,75642987
742,75642987
743,75642987
741,75642988
742,75642988
743,75642988
741,75642989
742,75642989
743,75642989
741,75642990
742,75642990
743,75642990
741,75642991
742,75642991
743,75642991
741,75643004
742,75643004
743,75643004
741,75624169
742,75624169
743,75624169
741,75624188
742,75624188
743,75624188
741,75624199
742,75624199
743,75624199
741,75624249
742,75624249
743,75624249
741,75624293
742,75624293
743,75624293
741,75624325
742,75624325
743,75624325
741,75624360
742,75624360
743,75624360
741,75624395
742,75624395
743,75624395
741,75624682
742,75624682
743,75624682
741,75624799
742,75624799
743,75624799
741,75624810
742,75624810
743,75624810
741,75624844
742,75624844
743,75624844
741,75625154
742,75625154
743,75625154
741,75625157
742,75625157
743,75625157
741,75625158
742,75625158
743,75625158
741,75625172
742,75625172
743,75625172
741,75625176
742,75625176
743,75625176
741,75625180
742,75625180
743,75625180
741,75625191
742,75625191
743,75625191
741,75625200
742,75625200
743,75625200
741,75625209
742,75625209
743,75625209
741,75625213
742,75625213
743,75625213
741,75625215
742,75625215
743,75625215
741,75625217
742,75625217
743,75625217
741,75625219
742,75625219
743,75625219
741,75625221
742,75625221
743,75625221
741,75625222
742,75625222
743,75625222
741,75625237
742,75625237
743,75625237
741,75625240
742,75625240
743,75625240
741,75625242
742,75625242
743,75625242
741,75625244
742,75625244
743,75625244
741,75625250
742,75625250
743,75625250
741,75625251
742,75625251
743,75625251
741,75625253
742,75625253
743,75625253
741,75625255
742,75625255
743,75625255
741,75625256
742,75625256
743,75625256
741,75625268
742,75625268
743,75625268
741,75625275
742,75625275
743,75625275
741,75625280
742,75625280
743,75625280
741,75625282
742,75625282
743,75625282
741,75625289
742,75625289
743,75625289
741,75625290
742,75625290
743,75625290
741,75625295
742,75625295
743,75625295
741,75625309
742,75625309
743,75625309
741,75625310
742,75625310
743,75625310
741,75625317
742,75625317
743,75625317
741,75625319
742,75625319
743,75625319
741,75625325
742,75625325
743,75625325
741,75625326
742,75625326
743,75625326
741,75625331
742,75625331
743,75625331
741,75625332
742,75625332
743,75625332
741,75625333
742,75625333
743,75625333
741,75625336
742,75625336
743,75625336
741,75625339
742,75625339
743,75625339
741,75625435
742,75625435
743,75625435
741,75625459
742,75625459
743,75625459
741,75625496
742,75625496
743,75625496
741,75625547
742,75625547
743,75625547
741,75625548
742,75625548
743,75625548
741,75625583
742,75625583
743,75625583
741,75626049
742,75626049
743,75626049
741,75626053
742,75626053
743,75626053
741,75626055
742,75626055
743,75626055
741,75626057
742,75626057
743,75626057
741,75626063
742,75626063
743,75626063
741,75626070
742,75626070
743,75626070
741,75626073
742,75626073
743,75626073
741,75626079
742,75626079
743,75626079
741,75626083
742,75626083
743,75626083
741,75626085
742,75626085
743,75626085
741,75626090
742,75626090
743,75626090
741,75626092
742,75626092
743,75626092
741,75626094
742,75626094
743,75626094
741,75626096
742,75626096
743,75626096
741,75626097
742,75626097
743,75626097
741,75631299
742,75631299
743,75631299
741,75631313
742,75631313
743,75631313
741,75631336
742,75631336
743,75631336
741,75631370
742,75631370
743,75631370
741,75631418
742,75631418
743,75631418
741,75631475
742,75631475
743,75631475
741,75631623
742,75631623
743,75631623
741,75631710
742,75631710
743,75631710
741,75631715
742,75631715
743,75631715
741,75631722
742,75631722
743,75631722
741,75631723
742,75631723
743,75631723
741,75631724
742,75631724
743,75631724
741,75631726
742,75631726
743,75631726
741,75631729
742,75631729
743,75631729
741,75631730
742,75631730
743,75631730
741,75631733
742,75631733
743,75631733
741,75631734
742,75631734
743,75631734
741,75631736
742,75631736
743,75631736
741,75631738
742,75631738
743,75631738
741,75631751
742,75631751
743,75631751
741,75631762
742,75631762
743,75631762
741,75631763
742,75631763
743,75631763
741,75631765
742,75631765
743,75631765
741,75631810
742,75631810
743,75631810
741,75631811
742,75631811
743,75631811
741,75631812
742,75631812
743,75631812
741,75631813
742,75631813
743,75631813
741,75631817
742,75631817
743,75631817
741,75631819
742,75631819
743,75631819
741,75631822
742,75631822
743,75631822
741,75631823
742,75631823
743,75631823
741,75631827
742,75631827
743,75631827
741,75631828
742,75631828
743,75631828
741,75631867
742,75631867
743,75631867
741,75632022
742,75632022
743,75632022
741,75632050
742,75632050
743,75632050
741,75632052
742,75632052
743,75632052
741,75632078
742,75632078
743,75632078
741,75632168
742,75632168
743,75632168
741,75632292
742,75632292
743,75632292
741,75632748
742,75632748
743,75632748
741,75632749
742,75632749
743,75632749
741,75632750
742,75632750
743,75632750
741,75632751
742,75632751
743,75632751
741,75632752
742,75632752
743,75632752
741,75632753
742,75632753
743,75632753
741,75632754
742,75632754
743,75632754
741,75632755
742,75632755
743,75632755
741,75632756
742,75632756
743,75632756
741,75632757
742,75632757
743,75632757
741,75632758
742,75632758
743,75632758
741,75632759
742,75632759
743,75632759
741,75632760
742,75632760
743,75632760
741,75632761
742,75632761
743,75632761
741,75632762
742,75632762
743,75632762
741,75647329
742,75647329
743,75647329
741,75647348
742,75647348
743,75647348
741,75647359
742,75647359
743,75647359
741,75647409
742,75647409
743,75647409
741,75647453
742,75647453
743,75647453
741,75647485
742,75647485
743,75647485
741,75647520
742,75647520
743,75647520
741,75647555
742,75647555
743,75647555
741,75648171
742,75648171
743,75648171
741,75648253
742,75648253
743,75648253
741,75648264
742,75648264
743,75648264
741,75648289
742,75648289
743,75648289
741,75648458
742,75648458
743,75648458
741,75648459
742,75648459
743,75648459
741,75648463
742,75648463
743,75648463
741,75648474
742,75648474
743,75648474
741,75648476
742,75648476
743,75648476
741,75648480
742,75648480
743,75648480
741,75648488
742,75648488
743,75648488
741,75648495
742,75648495
743,75648495
741,75648507
742,75648507
743,75648507
741,75648510
742,75648510
743,75648510
741,75648511
742,75648511
743,75648511
741,75648513
742,75648513
743,75648513
741,75648515
742,75648515
743,75648515
741,75648517
742,75648517
743,75648517
741,75648518
742,75648518
743,75648518
741,75648530
742,75648530
743,75648530
741,75648534
742,75648534
743,75648534
741,75648535
742,75648535
743,75648535
741,75648537
742,75648537
743,75648537
741,75648545
742,75648545
743,75648545
741,75648546
742,75648546
743,75648546
741,75648548
742,75648548
743,75648548
741,75648550
742,75648550
743,75648550
741,75648554
742,75648554
743,75648554
741,75648564
742,75648564
743,75648564
741,75648570
742,75648570
743,75648570
741,75648572
742,75648572
743,75648572
741,75648574
742,75648574
743,75648574
741,75648581
742,75648581
743,75648581
741,75648585
742,75648585
743,75648585
741,75648587
742,75648587
743,75648587
741,75648601
742,75648601
743,75648601
741,75648603
742,75648603
743,75648603
741,75648607
742,75648607
743,75648607
741,75648608
742,75648608
743,75648608
741,75648612
742,75648612
743,75648612
741,75648615
742,75648615
743,75648615
741,75648618
742,75648618
743,75648618
741,75648619
742,75648619
743,75648619
741,75648620
742,75648620
743,75648620
741,75648623
742,75648623
743,75648623
741,75648625
742,75648625
743,75648625
741,75648641
742,75648641
743,75648641
741,75648669
742,75648669
743,75648669
741,75648681
742,75648681
743,75648681
741,75648750
742,75648750
743,75648750
741,75648764
742,75648764
743,75648764
741,75649199
742,75649199
743,75649199
741,75649200
742,75649200
743,75649200
741,75649201
742,75649201
743,75649201
741,75649202
742,75649202
743,75649202
741,75649203
742,75649203
743,75649203
741,75649204
742,75649204
743,75649204
741,75649205
742,75649205
743,75649205
741,75649206
742,75649206
743,75649206
741,75649207
742,75649207
743,75649207
741,75649208
742,75649208
743,75649208
741,75649209
742,75649209
743,75649209
741,75649210
742,75649210
743,75649210
741,75644980
742,75644980
743,75644980
741,75644999
742,75644999
743,75644999
741,75645010
742,75645010
743,75645010
741,75645060
742,75645060
743,75645060
741,75645104
742,75645104
743,75645104
741,75645136
742,75645136
743,75645136
741,75645171
742,75645171
743,75645171
741,75645206
742,75645206
743,75645206
741,75645819
742,75645819
743,75645819
741,75645904
742,75645904
743,75645904
741,75645915
742,75645915
743,75645915
741,75645940
742,75645940
743,75645940
741,75646109
742,75646109
743,75646109
741,75646112
742,75646112
743,75646112
741,75646113
742,75646113
743,75646113
741,75646125
742,75646125
743,75646125
741,75646135
742,75646135
743,75646135
741,75646136
742,75646136
743,75646136
741,75646139
742,75646139
743,75646139
741,75646149
742,75646149
743,75646149
741,75646158
742,75646158
743,75646158
741,75646161
742,75646161
743,75646161
741,75646162
742,75646162
743,75646162
741,75646164
742,75646164
743,75646164
741,75646166
742,75646166
743,75646166
741,75646168
742,75646168
743,75646168
741,75646169
742,75646169
743,75646169
741,75646181
742,75646181
743,75646181
741,75646184
742,75646184
743,75646184
741,75646186
742,75646186
743,75646186
741,75646188
742,75646188
743,75646188
741,75646196
742,75646196
743,75646196
741,75646197
742,75646197
743,75646197
741,75646199
742,75646199
743,75646199
741,75646201
742,75646201
743,75646201
741,75646205
742,75646205
743,75646205
741,75646215
742,75646215
743,75646215
741,75646220
742,75646220
743,75646220
741,75646223
742,75646223
743,75646223
741,75646225
742,75646225
743,75646225
741,75646232
742,75646232
743,75646232
741,75646236
742,75646236
743,75646236
741,75646238
742,75646238
743,75646238
741,75646252
742,75646252
743,75646252
741,75646253
742,75646253
743,75646253
741,75646258
742,75646258
743,75646258
741,75646259
742,75646259
743,75646259
741,75646263
742,75646263
743,75646263
741,75646266
742,75646266
743,75646266
741,75646269
742,75646269
743,75646269
741,75646270
742,75646270
743,75646270
741,75646271
742,75646271
743,75646271
741,75646274
742,75646274
743,75646274
741,75646276
742,75646276
743,75646276
741,75646362
742,75646362
743,75646362
741,75646386
742,75646386
743,75646386
741,75646420
742,75646420
743,75646420
741,75646474
742,75646474
743,75646474
741,75646475
742,75646475
743,75646475
741,75646510
742,75646510
743,75646510
741,75646902
742,75646902
743,75646902
741,75647065
742,75647065
743,75647065
741,75647066
742,75647066
743,75647066
741,75647067
742,75647067
743,75647067
741,75647068
742,75647068
743,75647068
741,75647069
742,75647069
743,75647069
741,75647070
742,75647070
743,75647070
741,75647071
742,75647071
743,75647071
741,75647072
742,75647072
743,75647072
741,75647073
742,75647073
743,75647073
741,75647074
742,75647074
743,75647074
741,75647075
742,75647075
743,75647075
741,75626334
742,75626334
743,75626334
741,75626353
742,75626353
743,75626353
741,75626365
742,75626365
743,75626365
741,75626414
742,75626414
743,75626414
741,75626458
742,75626458
743,75626458
741,75626490
742,75626490
743,75626490
741,75626525
742,75626525
743,75626525
741,75626560
742,75626560
743,75626560
741,75626847
742,75626847
743,75626847
741,75626964
742,75626964
743,75626964
741,75626975
742,75626975
743,75626975
741,75627009
742,75627009
743,75627009
741,75627319
742,75627319
743,75627319
741,75627321
742,75627321
743,75627321
741,75627322
742,75627322
743,75627322
741,75627337
742,75627337
743,75627337
741,75627341
742,75627341
743,75627341
741,75627346
742,75627346
743,75627346
741,75627355
742,75627355
743,75627355
741,75627365
742,75627365
743,75627365
741,75627374
742,75627374
743,75627374
741,75627379
742,75627379
743,75627379
741,75627381
742,75627381
743,75627381
741,75627382
742,75627382
743,75627382
741,75627384
742,75627384
743,75627384
741,75627386
742,75627386
743,75627386
741,75627387
742,75627387
743,75627387
741,75627402
742,75627402
743,75627402
741,75627405
742,75627405
743,75627405
741,75627407
742,75627407
743,75627407
741,75627409
742,75627409
743,75627409
741,75627413
742,75627413
743,75627413
741,75627416
742,75627416
743,75627416
741,75627418
742,75627418
743,75627418
741,75627420
742,75627420
743,75627420
741,75627424
742,75627424
743,75627424
741,75627433
742,75627433
743,75627433
741,75627440
742,75627440
743,75627440
741,75627445
742,75627445
743,75627445
741,75627447
742,75627447
743,75627447
741,75627454
742,75627454
743,75627454
741,75627458
742,75627458
743,75627458
741,75627460
742,75627460
743,75627460
741,75627474
742,75627474
743,75627474
741,75627475
742,75627475
743,75627475
741,75627482
742,75627482
743,75627482
741,75627485
742,75627485
743,75627485
741,75627490
742,75627490
743,75627490
741,75627493
742,75627493
743,75627493
741,75627496
742,75627496
743,75627496
741,75627497
742,75627497
743,75627497
741,75627498
742,75627498
743,75627498
741,75627501
742,75627501
743,75627501
741,75627504
742,75627504
743,75627504
741,75627759
742,75627759
743,75627759
741,75627886
742,75627886
743,75627886
741,75627897
742,75627897
743,75627897
741,75627909
742,75627909
743,75627909
741,75627915
742,75627915
743,75627915
741,75628230
742,75628230
743,75628230
741,75628246
742,75628246
743,75628246
741,75628247
742,75628247
743,75628247
741,75628248
742,75628248
743,75628248
741,75628249
742,75628249
743,75628249
741,75628250
742,75628250
743,75628250
741,75628251
742,75628251
743,75628251
741,75628252
742,75628252
743,75628252
741,75628253
742,75628253
743,75628253
741,75628254
742,75628254
743,75628254
741,75628255
742,75628255
743,75628255
741,75628256
742,75628256
743,75628256
741,75628257
742,75628257
743,75628257
741,75628258
742,75628258
743,75628258
741,76916849
742,76916849
743,76916849
741,76916863
742,76916863
743,76916863
741,76916886
742,76916886
743,76916886
741,76916920
742,76916920
743,76916920
741,76916969
742,76916969
743,76916969
741,76917025
742,76917025
743,76917025
741,76917361
742,76917361
743,76917361
741,76917513
742,76917513
743,76917513
741,76917540
742,76917540
743,76917540
741,76917542
742,76917542
743,76917542
741,76917569
742,76917569
743,76917569
741,76917781
742,76917781
743,76917781
741,76917845
742,76917845
743,76917845
741,76917920
742,76917920
743,76917920
741,76920391
742,76920391
743,76920391
741,76920392
742,76920392
743,76920392
741,76920393
742,76920393
743,76920393
741,76920394
742,76920394
743,76920394
741,76920395
742,76920395
743,76920395
741,76920396
742,76920396
743,76920396
741,76920397
742,76920397
743,76920397
741,76920398
742,76920398
743,76920398
741,76920399
742,76920399
743,76920399
741,76920400
742,76920400
743,76920400
741,76920401
742,76920401
743,76920401
741,77136613
742,77136613
743,77136613
741,77136685
742,77136685
743,77136685
741,77136708
742,77136708
743,77136708
741,77136740
742,77136740
743,77136740
741,77136775
742,77136775
743,77136775
741,77136831
742,77136831
743,77136831
741,77137333
742,77137333
743,77137333
741,77137361
742,77137361
743,77137361
741,77137368
742,77137368
743,77137368
741,77137407
742,77137407
743,77137407
741,77137478
742,77137478
743,77137478
741,77137557
742,77137557
743,77137557
741,77137558
742,77137558
743,77137558
741,77137559
742,77137559
743,77137559
741,77137591
742,77137591
743,77137591
741,77137818
742,77137818
743,77137818
741,77137819
742,77137819
743,77137819
741,77137820
742,77137820
743,77137820
741,77137821
742,77137821
743,77137821
741,77137822
742,77137822
743,77137822
741,77137823
742,77137823
743,77137823
741,77137824
742,77137824
743,77137824
741,77137825
742,77137825
743,77137825
741,77137826
742,77137826
743,77137826
741,77137827
742,77137827
743,77137827
741,77137828
742,77137828
743,77137828
741,77137829
742,77137829
743,77137829
741,77137830
742,77137830
743,77137830
741,77137831
742,77137831
743,77137831
741,77129283
742,77129283
743,77129283
741,77129302
742,77129302
743,77129302
741,77129314
742,77129314
743,77129314
741,77129364
742,77129364
743,77129364
741,77129407
742,77129407
743,77129407
741,77129439
742,77129439
743,77129439
741,77129474
742,77129474
743,77129474
741,77129509
742,77129509
743,77129509
741,77130294
742,77130294
743,77130294
741,77130420
742,77130420
743,77130420
741,77130431
742,77130431
743,77130431
741,77130443
742,77130443
743,77130443
741,77130446
742,77130446
743,77130446
741,77130467
742,77130467
743,77130467
741,77130500
742,77130500
743,77130500
741,77130523
742,77130523
743,77130523
741,77130563
742,77130563
743,77130563
741,77130616
742,77130616
743,77130616
741,77130656
742,77130656
743,77130656
741,77130719
742,77130719
743,77130719
741,77130728
742,77130728
743,77130728
741,77130963
742,77130963
743,77130963
741,77130978
742,77130978
743,77130978
741,77130979
742,77130979
743,77130979
741,77130980
742,77130980
743,77130980
741,77130981
742,77130981
743,77130981
741,77130982
742,77130982
743,77130982
741,77130983
742,77130983
743,77130983
741,77130984
742,77130984
743,77130984
741,77130985
742,77130985
743,77130985
741,77130986
742,77130986
743,77130986
741,77130987
742,77130987
743,77130987
741,77130988
742,77130988
743,77130988
741,77130989
742,77130989
743,77130989
741,77131044
742,77131044
743,77131044
741,77110445
742,77110445
743,77110445
741,77110515
742,77110515
743,77110515
741,77110539
742,77110539
743,77110539
741,77110572
742,77110572
743,77110572
741,77110607
742,77110607
743,77110607
741,77111006
742,77111006
743,77111006
741,77111034
742,77111034
743,77111034
741,77111041
742,77111041
743,77111041
741,77111080
742,77111080
743,77111080
741,77111151
742,77111151
743,77111151
741,77111230
742,77111230
743,77111230
741,77111231
742,77111231
743,77111231
741,77111233
742,77111233
743,77111233
741,77111253
742,77111253
743,77111253
741,77111363
742,77111363
743,77111363
741,77111477
742,77111477
743,77111477
741,77111485
742,77111485
743,77111485
741,77111647
742,77111647
743,77111647
741,77111659
742,77111659
743,77111659
741,77111664
742,77111664
743,77111664
741,77111667
742,77111667
743,77111667
741,77111670
742,77111670
743,77111670
741,77111673
742,77111673
743,77111673
741,77111678
742,77111678
743,77111678
741,77111683
742,77111683
743,77111683
741,77111686
742,77111686
743,77111686
741,77111696
742,77111696
743,77111696
741,77111699
742,77111699
743,77111699
741,77111709
742,77111709
743,77111709
741,77139864
742,77139864
743,77139864
741,77139883
742,77139883
743,77139883
741,77139891
742,77139891
743,77139891
741,77139945
742,77139945
743,77139945
741,77139988
742,77139988
743,77139988
741,77140022
742,77140022
743,77140022
741,77140057
742,77140057
743,77140057
741,77140092
742,77140092
743,77140092
741,77140800
742,77140800
743,77140800
741,77140911
742,77140911
743,77140911
741,77140913
742,77140913
743,77140913
741,77140915
742,77140915
743,77140915
741,77140966
742,77140966
743,77140966
741,77141027
742,77141027
743,77141027
741,77141060
742,77141060
743,77141060
741,77141083
742,77141083
743,77141083
741,77141123
742,77141123
743,77141123
741,77141176
742,77141176
743,77141176
741,77141216
742,77141216
743,77141216
741,77141280
742,77141280
743,77141280
741,77141289
742,77141289
743,77141289
741,77141526
742,77141526
743,77141526
741,77141527
742,77141527
743,77141527
741,77141528
742,77141528
743,77141528
741,77141529
742,77141529
743,77141529
741,77141530
742,77141530
743,77141530
741,77141531
742,77141531
743,77141531
741,77141532
742,77141532
743,77141532
741,77141533
742,77141533
743,77141533
741,77141534
742,77141534
743,77141534
741,77141535
742,77141535
743,77141535
741,77141536
742,77141536
743,77141536
741,77141537
742,77141537
743,77141537
741,77141538
742,77141538
743,77141538
741,77141539
742,77141539
743,77141539
741,77171747
742,77171747
743,77171747
741,77171763
742,77171763
743,77171763
741,77171778
742,77171778
743,77171778
741,77171827
742,77171827
743,77171827
741,77171872
742,77171872
743,77171872
741,77171903
742,77171903
743,77171903
741,77171938
742,77171938
743,77171938
741,77171973
742,77171973
743,77171973
741,77172734
742,77172734
743,77172734
741,77172762
742,77172762
743,77172762
741,77172794
742,77172794
743,77172794
741,77172835
742,77172835
743,77172835
741,77172888
742,77172888
743,77172888
741,77172928
742,77172928
743,77172928
741,77172961
742,77172961
743,77172961
741,77172984
742,77172984
743,77172984
741,77173024
742,77173024
743,77173024
741,77173077
742,77173077
743,77173077
741,77173117
742,77173117
743,77173117
741,77173180
742,77173180
743,77173180
741,77173189
742,77173189
743,77173189
741,77173432
742,77173432
743,77173432
741,77173447
742,77173447
743,77173447
741,77173448
742,77173448
743,77173448
741,77173449
742,77173449
743,77173449
741,77173450
742,77173450
743,77173450
741,77173451
742,77173451
743,77173451
741,77173452
742,77173452
743,77173452
741,77173453
742,77173453
743,77173453
741,77173454
742,77173454
743,77173454
741,77173455
742,77173455
743,77173455
741,77173456
742,77173456
743,77173456
741,77173457
742,77173457
743,77173457
741,77173458
742,77173458
743,77173458
741,77173507
742,77173507
743,77173507
741,76937702
742,76937702
743,76937702
741,76937716
742,76937716
743,76937716
741,76937739
742,76937739
743,76937739
741,76937773
742,76937773
743,76937773
741,76937822
742,76937822
743,76937822
741,76937878
742,76937878
743,76937878
741,76938210
742,76938210
743,76938210
741,76938238
742,76938238
743,76938238
741,76938265
742,76938265
743,76938265
741,76938354
742,76938354
743,76938354
741,76938478
742,76938478
743,76938478
741,76938583
742,76938583
743,76938583
741,76938590
742,76938590
743,76938590
741,76938649
742,76938649
743,76938649
741,76938650
742,76938650
743,76938650
741,76938653
742,76938653
743,76938653
741,76938968
742,76938968
743,76938968
741,76938969
742,76938969
743,76938969
741,76938970
742,76938970
743,76938970
741,76938971
742,76938971
743,76938971
741,76938972
742,76938972
743,76938972
741,76938973
742,76938973
743,76938973
741,76938974
742,76938974
743,76938974
741,76938975
742,76938975
743,76938975
741,76938976
742,76938976
743,76938976
741,76938977
742,76938977
743,76938977
741,76938978
742,76938978
743,76938978
741,76924024
742,76924024
743,76924024
741,76924056
742,76924056
743,76924056
741,76924064
742,76924064
743,76924064
741,76924079
742,76924079
743,76924079
741,76924134
742,76924134
743,76924134
741,76924190
742,76924190
743,76924190
741,76924207
742,76924207
743,76924207
741,76924239
742,76924239
743,76924239
741,76924664
742,76924664
743,76924664
741,76924683
742,76924683
743,76924683
741,76924692
742,76924692
743,76924692
741,76924748
742,76924748
743,76924748
741,76924883
742,76924883
743,76924883
741,76924928
742,76924928
743,76924928
741,76925003
742,76925003
743,76925003
741,76925031
742,76925031
743,76925031
741,76925061
742,76925061
743,76925061
741,76925095
742,76925095
743,76925095
741,76925117
742,76925117
743,76925117
741,76925180
742,76925180
743,76925180
741,76925186
742,76925186
743,76925186
741,76925727
742,76925727
743,76925727
741,76925728
742,76925728
743,76925728
741,76925729
742,76925729
743,76925729
741,76925730
742,76925730
743,76925730
741,76925731
742,76925731
743,76925731
741,76925732
742,76925732
743,76925732
741,76925733
742,76925733
743,76925733
741,76925734
742,76925734
743,76925734
741,76925735
742,76925735
743,76925735
741,76925736
742,76925736
743,76925736
741,76925737
742,76925737
743,76925737
741,77133031
742,77133031
743,77133031
741,77133051
742,77133051
743,77133051
741,77133061
742,77133061
743,77133061
741,77133111
742,77133111
743,77133111
741,77133156
742,77133156
743,77133156
741,77133187
